destination_id,date,footfall_count,day_of_week,is_weekend,is_holiday,holiday_name,weather_temp,weather_condition,month
varanasi_ghats,2024-01-08,17982,0,0,0,,12.6,sunny,1
hampi_ruins,2024-01-08,7615,0,0,0,,14.4,sunny,1
manali,2024-01-08,13188,0,0,0,,2.5,extreme_heat,1
mysore_palace,2024-01-08,7954,0,0,0,,12.3,rainy,1
kempty_falls,2024-01-08,6908,0,0,0,,12.8,sunny,1
robbers_cave,2024-01-08,2124,0,0,0,,12.5,cloudy,1
taj_mahal,2024-01-09,20633,1,0,0,,13.7,cloudy,1
jaipur_city_palace,2024-01-09,12344,1,0,0,,12.2,cloudy,1
goa_baga_beach,2024-01-09,16953,1,0,0,,25.1,sunny,1
kerala_backwaters,2024-01-09,8075,1,0,0,,11.8,rainy,1
varanasi_ghats,2024-01-09,17216,1,0,0,,11.7,cloudy,1
hampi_ruins,2024-01-09,7412,1,0,0,,17.5,sunny,1
manali,2024-01-09,15887,1,0,0,,3.6,sunny,1
mysore_palace,2024-01-09,13596,1,0,0,,13.7,sunny,1
kempty_falls,2024-01-09,6020,1,0,0,,13.5,sunny,1
robbers_cave,2024-01-09,2597,1,0,0,,14.9,cloudy,1
taj_mahal,2024-01-10,22680,2,0,0,,14.7,sunny,1
jaipur_city_palace,2024-01-10,15002,2,0,0,,12.6,sunny,1
goa_baga_beach,2024-01-10,18509,2,0,0,,32.2,cloudy,1
kerala_backwaters,2024-01-10,10291,2,0,0,,12.5,sunny,1
varanasi_ghats,2024-01-10,11707,2,0,0,,11.8,rainy,1
hampi_ruins,2024-01-10,8121,2,0,0,,15.0,sunny,1
manali,2024-01-10,11033,2,0,0,,2.9,extreme_heat,1
mysore_palace,2024-01-10,12859,2,0,0,,14.5,cloudy,1
kempty_falls,2024-01-10,6377,2,0,0,,13.8,sunny,1
robbers_cave,2024-01-10,2649,2,0,0,,16.9,sunny,1
taj_mahal,2024-01-11,22005,3,0,0,,14.4,sunny,1
jaipur_city_palace,2024-01-11,17209,3,0,0,,10.5,sunny,1
goa_baga_beach,2024-01-11,18403,3,0,0,,24.9,sunny,1
kerala_backwaters,2024-01-11,9320,3,0,0,,13.9,cloudy,1
varanasi_ghats,2024-01-11,14059,3,0,0,,16.6,extreme_heat,1
hampi_ruins,2024-01-11,8615,3,0,0,,16.4,sunny,1
manali,2024-01-11,10394,3,0,0,,2.9,rainy,1
mysore_palace,2024-01-11,14957,3,0,0,,14.1,sunny,1
kempty_falls,2024-01-11,5894,3,0,0,,11.6,cloudy,1
robbers_cave,2024-01-11,3093,3,0,0,,16.3,sunny,1
taj_mahal,2024-01-12,15791,4,0,0,,15.5,extreme_heat,1
jaipur_city_palace,2024-01-12,11016,4,0,0,,11.7,rainy,1
goa_baga_beach,2024-01-12,16499,4,0,0,,29.3,cloudy,1
kerala_backwaters,2024-01-12,9062,4,0,0,,14.1,cloudy,1
varanasi_ghats,2024-01-12,17574,4,0,0,,14.6,cloudy,1
hampi_ruins,2024-01-12,7604,4,0,0,,9.4,sunny,1
manali,2024-01-12,13676,4,0,0,,2.8,sunny,1
mysore_palace,2024-01-12,12106,4,0,0,,12.8,sunny,1
kempty_falls,2024-01-12,6390,4,0,0,,17.0,cloudy,1
robbers_cave,2024-01-12,2784,4,0,0,,12.9,cloudy,1
taj_mahal,2024-01-13,33018,5,1,0,,14.5,cloudy,1
jaipur_city_palace,2024-01-13,22403,5,1,0,,12.3,sunny,1
goa_baga_beach,2024-01-13,18164,5,1,0,,28.8,extreme_heat,1
kerala_backwaters,2024-01-13,13510,5,1,0,,13.7,cloudy,1
varanasi_ghats,2024-01-13,26835,5,1,0,,12.4,cloudy,1
hampi_ruins,2024-01-13,8482,5,1,0,,14.0,extreme_heat,1
manali,2024-01-13,24200,5,1,0,,3.7,sunny,1
mysore_palace,2024-01-13,23458,5,1,0,,13.6,sunny,1
kempty_falls,2024-01-13,10440,5,1,0,,13.1,sunny,1
robbers_cave,2024-01-13,3531,5,1,0,,10.8,sunny,1
taj_mahal,2024-01-14,38072,6,1,0,,12.4,sunny,1
jaipur_city_palace,2024-01-14,19858,6,1,0,,14.6,sunny,1
goa_baga_beach,2024-01-14,31569,6,1,0,,28.1,sunny,1
kerala_backwaters,2024-01-14,10766,6,1,0,,15.4,extreme_heat,1
varanasi_ghats,2024-01-14,28941,6,1,0,,14.3,sunny,1
hampi_ruins,2024-01-14,12005,6,1,0,,15.1,sunny,1
manali,2024-01-14,24200,6,1,0,,2.4,sunny,1
mysore_palace,2024-01-14,22120,6,1,0,,15.0,sunny,1
kempty_falls,2024-01-14,8642,6,1,0,,15.7,cloudy,1
robbers_cave,2024-01-14,2674,6,1,0,,11.0,rainy,1
taj_mahal,2024-01-15,16127,0,0,0,,15.5,extreme_heat,1
jaipur_city_palace,2024-01-15,9774,0,0,0,,16.2,rainy,1
goa_baga_beach,2024-01-15,16752,0,0,0,,30.7,cloudy,1
kerala_backwaters,2024-01-15,8896,0,0,0,,12.8,cloudy,1
varanasi_ghats,2024-01-15,19065,0,0,0,,13.3,cloudy,1
hampi_ruins,2024-01-15,6931,0,0,0,,11.2,sunny,1
manali,2024-01-15,9088,0,0,0,,2.9,rainy,1
mysore_palace,2024-01-15,13268,0,0,0,,15.9,sunny,1
kempty_falls,2024-01-15,6516,0,0,0,,11.9,sunny,1
robbers_cave,2024-01-15,2639,0,0,0,,13.6,cloudy,1
taj_mahal,2024-01-16,20000,1,0,0,,16.6,sunny,1
jaipur_city_palace,2024-01-16,15645,1,0,0,,16.1,cloudy,1
goa_baga_beach,2024-01-16,19427,1,0,0,,28.8,sunny,1
kerala_backwaters,2024-01-16,10136,1,0,0,,17.9,sunny,1
varanasi_ghats,2024-01-16,16447,1,0,0,,14.3,sunny,1
hampi_ruins,2024-01-16,7362,1,0,0,,14.7,cloudy,1
manali,2024-01-16,13664,1,0,0,,0.3,sunny,1
mysore_palace,2024-01-16,13535,1,0,0,,11.8,sunny,1
kempty_falls,2024-01-16,5815,1,0,0,,17.9,sunny,1
robbers_cave,2024-01-16,2507,1,0,0,,14.7,cloudy,1
taj_mahal,2024-01-17,22064,2,0,0,,14.4,sunny,1
jaipur_city_palace,2024-01-17,15128,2,0,0,,16.1,sunny,1
goa_baga_beach,2024-01-17,21067,2,0,0,,33.2,sunny,1
kerala_backwaters,2024-01-17,7024,2,0,0,,14.2,extreme_heat,1
varanasi_ghats,2024-01-17,17335,2,0,0,,13.7,cloudy,1
hampi_ruins,2024-01-17,7930,2,0,0,,12.3,sunny,1
manali,2024-01-17,10959,2,0,0,,3.3,rainy,1
mysore_palace,2024-01-17,13518,2,0,0,,13.4,sunny,1
kempty_falls,2024-01-17,5824,2,0,0,,15.9,cloudy,1
robbers_cave,2024-01-17,1946,2,0,0,,10.0,rainy,1
taj_mahal,2024-01-18,18956,3,0,0,,15.8,cloudy,1
jaipur_city_palace,2024-01-18,12633,3,0,0,,8.1,extreme_heat,1
goa_baga_beach,2024-01-18,19603,3,0,0,,28.9,sunny,1
kerala_backwaters,2024-01-18,10160,3,0,0,,10.9,sunny,1
varanasi_ghats,2024-01-18,18126,3,0,0,,13.8,sunny,1
hampi_ruins,2024-01-18,8103,3,0,0,,15.3,sunny,1
manali,2024-01-18,14456,3,0,0,,5.3,cloudy,1
mysore_palace,2024-01-18,15417,3,0,0,,16.7,sunny,1
kempty_falls,2024-01-18,6366,3,0,0,,13.1,sunny,1
robbers_cave,2024-01-18,2622,3,0,0,,14.5,sunny,1
taj_mahal,2024-01-19,16451,4,0,0,,12.1,extreme_heat,1
jaipur_city_palace,2024-01-19,14468,4,0,0,,10.9,sunny,1
goa_baga_beach,2024-01-19,17711,4,0,0,,30.3,sunny,1
kerala_backwaters,2024-01-19,6682,4,0,0,,10.6,rainy,1
varanasi_ghats,2024-01-19,16545,4,0,0,,13.6,cloudy,1
hampi_ruins,2024-01-19,7988,4,0,0,,14.4,sunny,1
manali,2024-01-19,11121,4,0,0,,3.3,rainy,1
mysore_palace,2024-01-19,8946,4,0,0,,14.6,rainy,1
kempty_falls,2024-01-19,5491,4,0,0,,13.4,cloudy,1
robbers_cave,2024-01-19,2589,4,0,0,,11.5,sunny,1
taj_mahal,2024-01-20,34930,5,1,0,,12.2,sunny,1
jaipur_city_palace,2024-01-20,24313,5,1,0,,14.1,sunny,1
goa_baga_beach,2024-01-20,26869,5,1,0,,29.5,sunny,1
kerala_backwaters,2024-01-20,13368,5,1,0,,15.1,sunny,1
varanasi_ghats,2024-01-20,24556,5,1,0,,13.9,sunny,1
hampi_ruins,2024-01-20,8787,5,1,0,,14.4,extreme_heat,1
manali,2024-01-20,24020,5,1,0,,4.5,cloudy,1
mysore_palace,2024-01-20,14211,5,1,0,,9.2,extreme_heat,1
kempty_falls,2024-01-20,10960,5,1,0,,11.9,sunny,1
robbers_cave,2024-01-20,3920,5,1,0,,11.6,cloudy,1
taj_mahal,2024-01-21,26088,6,1,0,,17.2,extreme_heat,1
jaipur_city_palace,2024-01-21,22357,6,1,0,,17.6,cloudy,1
goa_baga_beach,2024-01-21,29418,6,1,0,,24.7,sunny,1
kerala_backwaters,2024-01-21,11588,6,1,0,,13.0,extreme_heat,1
varanasi_ghats,2024-01-21,27107,6,1,0,,10.5,sunny,1
hampi_ruins,2024-01-21,10982,6,1,0,,16.5,cloudy,1
manali,2024-01-21,17768,6,1,0,,3.1,rainy,1
mysore_palace,2024-01-21,20482,6,1,0,,10.6,sunny,1
kempty_falls,2024-01-21,9987,6,1,0,,14.5,cloudy,1
robbers_cave,2024-01-21,4368,6,1,0,,12.4,cloudy,1
taj_mahal,2024-01-22,25313,0,0,0,,14.5,sunny,1
jaipur_city_palace,2024-01-22,15445,0,0,0,,13.1,sunny,1
goa_baga_beach,2024-01-22,18093,0,0,0,,26.8,sunny,1
kerala_backwaters,2024-01-22,8779,0,0,0,,13.2,cloudy,1
varanasi_ghats,2024-01-22,21238,0,0,0,,9.2,sunny,1
hampi_ruins,2024-01-22,7004,0,0,0,,13.2,cloudy,1
manali,2024-01-22,9699,0,0,0,,1.4,rainy,1
mysore_palace,2024-01-22,12203,0,0,0,,15.2,sunny,1
kempty_falls,2024-01-22,4471,0,0,0,,15.4,extreme_heat,1
robbers_cave,2024-01-22,2833,0,0,0,,13.3,sunny,1
taj_mahal,2024-01-23,21972,1,0,0,,10.5,sunny,1
jaipur_city_palace,2024-01-23,17137,1,0,0,,17.7,sunny,1
goa_baga_beach,2024-01-23,19383,1,0,0,,25.8,sunny,1
kerala_backwaters,2024-01-23,10505,1,0,0,,12.3,cloudy,1
varanasi_ghats,2024-01-23,12331,1,0,0,,13.4,extreme_heat,1
hampi_ruins,2024-01-23,7511,1,0,0,,12.2,sunny,1
manali,2024-01-23,14460,1,0,0,,-1.4,sunny,1
mysore_palace,2024-01-23,13994,1,0,0,,13.0,cloudy,1
kempty_falls,2024-01-23,5636,1,0,0,,14.5,sunny,1
robbers_cave,2024-01-23,3215,1,0,0,,15.7,sunny,1
taj_mahal,2024-01-24,21258,2,0,0,,14.8,cloudy,1
jaipur_city_palace,2024-01-24,16634,2,0,0,,15.6,sunny,1
goa_baga_beach,2024-01-24,11793,2,0,0,,27.0,rainy,1
kerala_backwaters,2024-01-24,10718,2,0,0,,13.1,sunny,1
varanasi_ghats,2024-01-24,16189,2,0,0,,17.0,cloudy,1
hampi_ruins,2024-01-24,8136,2,0,0,,14.6,sunny,1
manali,2024-01-24,13052,2,0,0,,-2.5,sunny,1
mysore_palace,2024-01-24,12845,2,0,0,,9.4,sunny,1
kempty_falls,2024-01-24,6176,2,0,0,,13.6,sunny,1
robbers_cave,2024-01-24,2927,2,0,0,,11.9,sunny,1
taj_mahal,2024-01-25,23693,3,0,0,,12.0,sunny,1
jaipur_city_palace,2024-01-25,15103,3,0,0,,13.6,sunny,1
goa_baga_beach,2024-01-25,12273,3,0,0,,29.4,rainy,1
kerala_backwaters,2024-01-25,8819,3,0,0,,13.6,sunny,1
varanasi_ghats,2024-01-25,15387,3,0,0,,15.4,cloudy,1
hampi_ruins,2024-01-25,6181,3,0,0,,13.8,sunny,1
manali,2024-01-25,14773,3,0,0,,-1.0,cloudy,1
mysore_palace,2024-01-25,8817,3,0,0,,14.6,extreme_heat,1
kempty_falls,2024-01-25,6013,3,0,0,,11.8,cloudy,1
robbers_cave,2024-01-25,2760,3,0,0,,15.1,sunny,1
taj_mahal,2024-01-26,37424,4,0,1,Republic Day,14.3,sunny,1
jaipur_city_palace,2024-01-26,24048,4,0,1,Republic Day,10.8,cloudy,1
goa_baga_beach,2024-01-26,23689,4,0,1,Republic Day,30.4,cloudy,1
kerala_backwaters,2024-01-26,11616,4,0,1,Republic Day,14.2,rainy,1
varanasi_ghats,2024-01-26,24119,4,0,1,Republic Day,15.0,cloudy,1
hampi_ruins,2024-01-26,7537,4,0,1,Republic Day,14.0,extreme_heat,1
manali,2024-01-26,19388,4,0,1,Republic Day,6.1,extreme_heat,1
mysore_palace,2024-01-26,22582,4,0,1,Republic Day,12.2,sunny,1
kempty_falls,2024-01-26,10261,4,0,1,Republic Day,14.9,sunny,1
robbers_cave,2024-01-26,4299,4,0,1,Republic Day,15.5,sunny,1
taj_mahal,2024-01-27,32506,5,1,0,,10.4,sunny,1
jaipur_city_palace,2024-01-27,24526,5,1,0,,11.4,cloudy,1
goa_baga_beach,2024-01-27,20419,5,1,0,,30.7,rainy,1
kerala_backwaters,2024-01-27,13797,5,1,0,,14.0,sunny,1
varanasi_ghats,2024-01-27,23703,5,1,0,,14.8,sunny,1
hampi_ruins,2024-01-27,12971,5,1,0,,13.9,sunny,1
manali,2024-01-27,24200,5,1,0,,3.8,sunny,1
mysore_palace,2024-01-27,18990,5,1,0,,14.1,sunny,1
kempty_falls,2024-01-27,8505,5,1,0,,13.7,sunny,1
robbers_cave,2024-01-27,3298,5,1,0,,15.0,cloudy,1
taj_mahal,2024-01-28,37655,6,1,0,,13.8,cloudy,1
jaipur_city_palace,2024-01-28,22713,6,1,0,,16.1,sunny,1
goa_baga_beach,2024-01-28,31374,6,1,0,,25.8,sunny,1
kerala_backwaters,2024-01-28,15265,6,1,0,,16.6,cloudy,1
varanasi_ghats,2024-01-28,28914,6,1,0,,11.5,sunny,1
hampi_ruins,2024-01-28,11805,6,1,0,,13.6,cloudy,1
manali,2024-01-28,24200,6,1,0,,1.0,sunny,1
mysore_palace,2024-01-28,21677,6,1,0,,13.2,cloudy,1
kempty_falls,2024-01-28,11000,6,1,0,,11.7,sunny,1
robbers_cave,2024-01-28,3702,6,1,0,,11.7,sunny,1
taj_mahal,2024-01-29,22467,0,0,0,,14.1,sunny,1
jaipur_city_palace,2024-01-29,14819,0,0,0,,16.4,cloudy,1
goa_baga_beach,2024-01-29,18326,0,0,0,,31.1,sunny,1
kerala_backwaters,2024-01-29,9326,0,0,0,,12.5,cloudy,1
varanasi_ghats,2024-01-29,16308,0,0,0,,16.9,cloudy,1
hampi_ruins,2024-01-29,8621,0,0,0,,17.8,sunny,1
manali,2024-01-29,16859,0,0,0,,1.8,sunny,1
mysore_palace,2024-01-29,12422,0,0,0,,20.4,cloudy,1
kempty_falls,2024-01-29,4237,0,0,0,,15.9,extreme_heat,1
robbers_cave,2024-01-29,2760,0,0,0,,15.8,sunny,1
taj_mahal,2024-01-30,23451,1,0,0,,14.0,sunny,1
jaipur_city_palace,2024-01-30,9753,1,0,0,,10.1,extreme_heat,1
goa_baga_beach,2024-01-30,18076,1,0,0,,25.1,cloudy,1
kerala_backwaters,2024-01-30,8998,1,0,0,,12.6,sunny,1
varanasi_ghats,2024-01-30,17574,1,0,0,,13.2,sunny,1
hampi_ruins,2024-01-30,7998,1,0,0,,14.6,sunny,1
manali,2024-01-30,13813,1,0,0,,2.1,sunny,1
mysore_palace,2024-01-30,13745,1,0,0,,14.0,sunny,1
kempty_falls,2024-01-30,4744,1,0,0,,13.9,extreme_heat,1
robbers_cave,2024-01-30,1725,1,0,0,,11.8,extreme_heat,1
taj_mahal,2024-01-31,21897,2,0,0,,14.6,sunny,1
jaipur_city_palace,2024-01-31,9173,2,0,0,,9.0,rainy,1
goa_baga_beach,2024-01-31,18958,2,0,0,,26.9,sunny,1
kerala_backwaters,2024-01-31,6198,2,0,0,,13.4,rainy,1
varanasi_ghats,2024-01-31,15473,2,0,0,,12.3,sunny,1
hampi_ruins,2024-01-31,7097,2,0,0,,14.8,cloudy,1
manali,2024-01-31,13356,2,0,0,,5.2,extreme_heat,1
mysore_palace,2024-01-31,13938,2,0,0,,13.5,sunny,1
kempty_falls,2024-01-31,6500,2,0,0,,11.8,sunny,1
robbers_cave,2024-01-31,2913,2,0,0,,15.1,sunny,1
taj_mahal,2024-02-01,13606,3,0,0,,20.3,rainy,2
jaipur_city_palace,2024-02-01,12845,3,0,0,,19.1,sunny,2
goa_baga_beach,2024-02-01,13356,3,0,0,,28.4,extreme_heat,2
kerala_backwaters,2024-02-01,11598,3,0,0,,16.9,sunny,2
varanasi_ghats,2024-02-01,17312,3,0,0,,17.7,sunny,2
hampi_ruins,2024-02-01,7831,3,0,0,,18.2,sunny,2
manali,2024-02-01,6456,3,0,0,,6.3,extreme_heat,2
mysore_palace,2024-02-01,13763,3,0,0,,19.2,sunny,2
kempty_falls,2024-02-01,4576,3,0,0,,19.9,sunny,2
robbers_cave,2024-02-01,2811,3,0,0,,19.8,cloudy,2
taj_mahal,2024-02-02,23289,4,0,0,,18.6,sunny,2
jaipur_city_palace,2024-02-02,6959,4,0,0,,12.1,rainy,2
goa_baga_beach,2024-02-02,19622,4,0,0,,25.6,sunny,2
kerala_backwaters,2024-02-02,11185,4,0,0,,15.7,sunny,2
varanasi_ghats,2024-02-02,16755,4,0,0,,17.0,cloudy,2
hampi_ruins,2024-02-02,7639,4,0,0,,18.8,sunny,2
manali,2024-02-02,8526,4,0,0,,2.0,cloudy,2
mysore_palace,2024-02-02,13037,4,0,0,,15.3,sunny,2
kempty_falls,2024-02-02,4398,4,0,0,,19.8,sunny,2
robbers_cave,2024-02-02,2833,4,0,0,,17.8,sunny,2
taj_mahal,2024-02-03,35175,5,1,0,,16.0,cloudy,2
jaipur_city_palace,2024-02-03,22311,5,1,0,,17.2,cloudy,2
goa_baga_beach,2024-02-03,28870,5,1,0,,29.9,sunny,2
kerala_backwaters,2024-02-03,10325,5,1,0,,19.5,rainy,2
varanasi_ghats,2024-02-03,16783,5,1,0,,15.2,rainy,2
hampi_ruins,2024-02-03,12682,5,1,0,,17.0,sunny,2
manali,2024-02-03,12712,5,1,0,,7.6,cloudy,2
mysore_palace,2024-02-03,19942,5,1,0,,18.7,cloudy,2
kempty_falls,2024-02-03,6718,5,1,0,,18.3,sunny,2
robbers_cave,2024-02-03,4255,5,1,0,,16.5,sunny,2
taj_mahal,2024-02-04,38499,6,1,0,,18.0,sunny,2
jaipur_city_palace,2024-02-04,23843,6,1,0,,17.3,cloudy,2
goa_baga_beach,2024-02-04,29230,6,1,0,,26.5,sunny,2
kerala_backwaters,2024-02-04,14913,6,1,0,,14.7,sunny,2
varanasi_ghats,2024-02-04,27654,6,1,0,,18.1,sunny,2
hampi_ruins,2024-02-04,11864,6,1,0,,19.2,cloudy,2
manali,2024-02-04,12055,6,1,0,,4.8,sunny,2
mysore_palace,2024-02-04,21275,6,1,0,,17.3,cloudy,2
kempty_falls,2024-02-04,7939,6,1,0,,18.0,sunny,2
robbers_cave,2024-02-04,4293,6,1,0,,18.4,cloudy,2
taj_mahal,2024-02-05,15905,0,0,0,,16.9,rainy,2
jaipur_city_palace,2024-02-05,11158,0,0,0,,16.9,extreme_heat,2
goa_baga_beach,2024-02-05,19956,0,0,0,,27.1,sunny,2
kerala_backwaters,2024-02-05,9387,0,0,0,,18.2,sunny,2
varanasi_ghats,2024-02-05,11404,0,0,0,,16.9,extreme_heat,2
hampi_ruins,2024-02-05,7065,0,0,0,,18.9,cloudy,2
manali,2024-02-05,8008,0,0,0,,4.2,sunny,2
mysore_palace,2024-02-05,13600,0,0,0,,20.9,cloudy,2
kempty_falls,2024-02-05,4222,0,0,0,,18.2,cloudy,2
robbers_cave,2024-02-05,1914,0,0,0,,20.9,rainy,2
taj_mahal,2024-02-06,20735,1,0,0,,16.7,sunny,2
jaipur_city_palace,2024-02-06,9767,1,0,0,,18.9,rainy,2
goa_baga_beach,2024-02-06,18553,1,0,0,,28.6,sunny,2
kerala_backwaters,2024-02-06,10263,1,0,0,,14.8,sunny,2
varanasi_ghats,2024-02-06,15972,1,0,0,,20.6,cloudy,2
hampi_ruins,2024-02-06,7469,1,0,0,,20.9,sunny,2
manali,2024-02-06,9079,1,0,0,,4.9,sunny,2
mysore_palace,2024-02-06,12148,1,0,0,,17.2,sunny,2
kempty_falls,2024-02-06,4285,1,0,0,,19.3,sunny,2
robbers_cave,2024-02-06,2602,1,0,0,,18.0,cloudy,2
taj_mahal,2024-02-07,15791,2,0,0,,16.7,extreme_heat,2
jaipur_city_palace,2024-02-07,15483,2,0,0,,21.2,cloudy,2
goa_baga_beach,2024-02-07,19829,2,0,0,,31.5,sunny,2
kerala_backwaters,2024-02-07,8735,2,0,0,,19.2,cloudy,2
varanasi_ghats,2024-02-07,10737,2,0,0,,19.4,rainy,2
hampi_ruins,2024-02-07,8460,2,0,0,,20.6,sunny,2
manali,2024-02-07,8827,2,0,0,,3.5,sunny,2
mysore_palace,2024-02-07,9826,2,0,0,,18.2,rainy,2
kempty_falls,2024-02-07,4144,2,0,0,,17.3,sunny,2
robbers_cave,2024-02-07,2538,2,0,0,,18.9,sunny,2
taj_mahal,2024-02-08,22190,3,0,0,,17.5,sunny,2
jaipur_city_palace,2024-02-08,14825,3,0,0,,21.5,sunny,2
goa_baga_beach,2024-02-08,12026,3,0,0,,24.8,rainy,2
kerala_backwaters,2024-02-08,9947,3,0,0,,16.6,sunny,2
varanasi_ghats,2024-02-08,17693,3,0,0,,20.6,sunny,2
